Lifetime_Value,Age,Membership_Years,Login_Frequency,Session_Duration_Avg,Pages_Per_Session,Mobile_App_Usage,Social_Media_Engagement_Score,Email_Open_Rate,Days_Since_Last_Purchase,Cart_Abandonment_Rate,Wishlist_Items,Discount_Usage_Rate,Returns_Rate,Customer_Service_Calls,Product_Reviews_Written,Payment_Method_Diversity
1348.5,34.0,4.6,5.0,15.7,12.3,20.4,53.0,23.8,31.0,41.8,1.0,47.2,1.7,9.0,2.0,3.0
1638.13,28.0,1.5,6.0,,10.8,13.4,30.5,24.2,11.0,60.4,7.0,41.16,3.0,4.0,2.0,
1965.79,24.0,1.9,13.0,,7.3,24.8,57.3,0.0,36.0,62.9,6.0,30.3,1.2,7.0,3.0,2.0
651.14,46.0,2.6,9.0,27.7,10.5,29.0,36.4,20.6,83.0,54.4,6.0,45.2,6.6,6.0,3.0,1.0
1292.0,37.0,0.7,14.0,30.5,8.8,12.0,11.0,27.9,89.0,63.6,3.0,56.88,4.6,8.0,0.0,3.0
1154.33,57.0,1.7,11.0,19.9,13.3,12.9,,11.2,12.0,70.2,3.0,27.96,10.5,2.0,0.0,2.0
1400.43,22.0,5.9,14.0,19.5,9.1,27.5,16.2,23.6,113.0,58.5,4.0,20.6,20.3,10.0,3.0,1.0
1802.91,31.0,3.8,13.0,31.8,11.6,28.8,33.4,32.4,24.0,53.3,8.0,48.1,,6.0,1.0,
1786.56,36.0,4.8,11.0,31.7,9.2,26.5,19.3,25.9,8.0,48.4,7.0,,1.2,5.0,5.0,3.0
502.26,28.0,4.9,0.0,16.9,6.9,14.0,11.4,3.6,,67.0,4.0,29.0,3.7,8.0,0.0,2.0
1495.37,38.0,1.0,14.0,22.6,10.1,21.9,14.3,14.0,,58.6,4.0,24.1,3.9,7.0,0.0,3.0
555.57,,3.3,2.0,21.8,2.7,14.4,5.7,0.0,34.0,75.3,,54.84,1.4,6.0,0.0,4.0
4409.23,43.0,2.8,8.0,22.3,7.8,10.2,34.8,11.1,6.0,67.9,3.0,10.7,0.7,6.0,2.0,1.0
855.68,56.0,4.0,4.0,13.1,1.4,12.3,,22.8,7.0,82.8,2.0,56.6,6.1,7.0,0.0,2.0
1952.29,22.0,3.0,6.0,29.3,10.7,,38.5,21.1,8.0,72.0,6.0,87.5,7.6,7.0,4.0,3.0
511.85,42.0,1.4,10.0,19.2,6.4,,30.7,19.8,64.0,71.1,4.0,61.5,3.1,9.0,1.0,1.0
809.58,30.0,3.6,10.0,12.9,9.5,14.7,33.0,15.0,91.0,54.6,2.0,,5.1,9.0,3.0,3.0
1430.99,43.0,5.0,23.0,30.6,12.0,23.4,31.2,38.0,28.0,56.9,8.0,12.8,6.5,5.0,2.0,3.0
2467.18,43.0,3.8,11.0,20.5,8.2,18.8,,18.1,19.0,55.7,3.0,65.1,14.6,7.0,5.0,3.0
1247.15,26.0,7.3,8.0,20.1,7.0,18.6,11.3,12.4,48.0,75.2,3.0,88.44,,4.0,4.0,2.0
868.94,27.0,7.0,11.0,33.1,6.5,,26.4,15.6,,49.5,8.0,48.4,18.5,8.0,6.0,3.0
1020.29,44.0,0.7,4.0,30.6,9.7,20.9,29.2,35.5,15.0,63.9,4.0,45.8,8.6,5.0,3.0,2.0
414.41,38.0,0.7,3.0,31.1,7.1,27.1,,0.0,65.0,54.6,5.0,9.2,14.1,6.0,1.0,3.0
2487.2,35.0,4.7,19.0,42.0,14.1,27.6,66.8,24.6,20.0,44.2,10.0,8.64,10.4,1.0,5.0,2.0
454.04,45.0,3.8,6.0,16.8,5.5,10.0,0.0,1.6,,72.9,1.0,15.1,17.8,10.0,0.0,3.0
765.32,46.0,3.7,12.0,29.8,9.4,15.5,31.3,31.6,14.0,50.9,4.0,28.7,5.9,3.0,1.0,3.0
1697.9,31.0,3.2,2.0,23.4,5.3,6.6,38.0,23.6,14.0,56.1,1.0,74.28,10.3,2.0,2.0,1.0
3070.47,27.0,2.1,19.0,45.8,17.9,,53.7,43.1,,41.4,11.0,52.0,0.7,2.0,1.0,4.0
1989.03,22.0,1.1,30.0,51.7,17.8,47.0,88.9,50.2,8.0,16.6,11.0,47.9,4.3,1.0,3.0,2.0
569.99,38.0,2.0,4.0,,5.2,9.0,22.8,3.2,11.0,74.4,2.0,62.1,16.7,5.0,3.0,2.0
1024.49,20.0,0.5,13.0,16.3,5.2,,5.8,3.9,43.0,69.1,1.0,25.2,2.8,12.0,0.0,2.0
842.46,39.0,0.6,1.0,31.4,11.4,17.0,,15.3,31.0,64.5,3.0,69.3,,8.0,3.0,3.0
1468.74,52.0,3.9,29.0,38.3,14.3,,55.6,40.7,3.0,28.3,6.0,61.2,11.9,1.0,6.0,3.0
1640.11,33.0,3.2,7.0,26.7,9.8,24.4,23.9,18.4,17.0,51.7,8.0,4.9,12.7,7.0,3.0,1.0
2476.0,31.0,1.3,19.0,41.5,,41.2,46.8,31.5,21.0,39.2,12.0,16.6,3.6,6.0,1.0,3.0
3432.22,61.0,0.5,11.0,,7.0,16.0,14.1,11.5,12.0,62.0,2.0,40.56,4.3,8.0,6.0,3.0
1821.19,56.0,3.7,1.0,25.6,3.8,16.4,12.3,10.9,11.0,78.3,5.0,32.5,4.3,5.0,2.0,3.0
559.44,28.0,1.1,8.0,18.5,5.2,14.0,,20.8,5.0,60.9,2.0,50.2,10.8,5.0,0.0,1.0
2633.81,39.0,1.7,16.0,25.4,7.6,8.8,,16.2,1.0,109.12636869282277,9.0,75.8,6.3,7.0,2.0,3.0
2423.0,41.0,1.2,20.0,38.0,10.8,25.0,27.9,28.7,63.0,41.6,,54.8,2.9,5.0,2.0,3.0
2945.28,40.0,5.3,16.0,25.5,11.5,,40.7,28.0,5.0,54.7,5.0,,11.6,6.0,,3.0
2407.39,59.0,1.3,13.0,37.0,11.6,22.1,44.5,34.8,2.0,43.3,7.0,29.2,5.5,2.0,4.0,2.0
1247.5,39.0,2.7,8.0,25.5,9.0,23.8,35.6,,4.0,60.8,4.0,31.8,11.2,4.0,1.0,4.0
350.69,40.0,1.1,4.0,,6.4,6.8,14.6,8.7,11.0,81.7,4.0,22.44,10.5,6.0,1.0,2.0
2065.31,46.0,1.9,19.0,32.9,7.9,16.5,47.8,19.8,13.0,36.3,8.0,18.0,7.0,3.0,2.0,3.0
1298.22,52.0,5.2,6.0,22.1,7.0,22.2,,12.8,5.0,67.1,2.0,76.3,6.1,4.0,1.0,1.0
1266.72,49.0,1.3,13.0,30.1,10.2,12.8,42.9,24.0,22.0,56.1,8.0,63.5,,9.0,1.0,3.0
838.13,44.0,1.0,0.0,10.8,6.1,1.7,0.0,0.0,31.0,78.0,1.0,67.32,6.7,10.0,0.0,1.0
3172.82,19.0,0.6,22.0,50.4,18.2,37.8,,57.0,63.0,28.6,,27.2,6.7,1.0,8.0,2.0
2638.44,32.0,1.3,8.0,16.9,2.3,18.5,5.2,13.0,11.0,81.3,4.0,13.08,3.7,9.0,,3.0
999.6,47.0,0.7,11.0,23.5,9.4,14.5,57.7,14.7,81.0,68.7,3.0,42.84,7.8,6.0,3.0,4.0
1550.6,41.0,3.3,3.0,21.6,8.0,7.8,17.3,9.9,,58.4,9.0,12.6,7.7,8.0,2.0,2.0
2653.43,47.0,3.0,11.0,35.0,6.5,21.3,,18.4,38.0,50.5,4.0,,9.1,2.0,4.0,2.0
206.6,60.0,2.5,0.0,,7.1,8.6,0.0,4.9,41.0,75.2,0.0,49.0,12.2,7.0,0.0,5.0
832.96,23.0,1.8,10.0,28.1,10.4,,,31.7,30.0,50.3,3.0,41.2,5.6,4.0,,1.0
1831.74,51.0,2.6,17.0,44.8,11.4,,41.7,45.0,1.0,59.7,3.0,39.7,8.2,6.0,2.0,3.0
785.73,34.0,3.4,11.0,11.5,7.0,7.6,32.8,1.4,8.0,49.5,3.0,67.8,6.4,12.0,3.0,2.0
993.84,49.0,1.4,0.0,12.4,4.7,4.6,14.6,0.0,46.0,84.4,0.0,25.8,8.0,8.0,0.0,3.0
1390.47,37.0,4.1,12.0,35.7,5.8,27.2,11.5,13.1,58.0,69.2,5.0,49.1,7.4,3.0,2.0,5.0
1588.57,63.0,1.9,9.0,21.4,8.4,16.3,37.3,8.5,33.0,66.6,6.0,34.7,11.5,4.0,8.0,3.0
3203.95,39.0,6.7,17.0,49.2,13.6,33.8,59.3,43.5,8.0,31.3,9.0,54.3,3.2,2.0,,2.0
955.98,30.0,0.2,11.0,24.0,6.6,20.3,30.6,23.3,5.0,70.2,,10.5,4.1,5.0,,2.0
982.88,43.0,3.4,21.0,32.8,12.1,32.5,31.6,15.4,40.0,58.6,3.0,87.0,6.5,3.0,1.0,3.0
1997.22,41.0,4.6,22.0,35.6,13.9,35.3,50.1,38.3,30.0,34.3,,38.9,,1.0,7.0,1.0
1107.31,51.0,1.4,8.0,15.4,3.6,12.2,,2.3,13.0,78.1,1.0,21.4,3.5,8.0,2.0,1.0
1047.23,43.0,4.3,11.0,13.0,4.3,18.3,39.1,12.6,69.0,73.1,2.0,48.2,10.9,8.0,,1.0
1325.73,67.0,5.3,0.0,18.2,6.5,16.4,0.0,0.0,,73.7,5.0,29.3,4.5,10.0,2.0,1.0
2012.41,36.0,4.6,6.0,29.3,,4.5,13.8,7.3,,62.6,,59.88,12.9,4.0,1.0,3.0
649.09,36.0,4.7,10.0,25.2,9.7,24.6,52.0,21.4,,51.3,5.0,62.4,4.5,2.0,1.0,5.0
757.6,30.0,1.1,11.0,16.6,7.4,,4.8,12.0,62.0,61.3,4.0,17.6,6.8,7.0,1.0,4.0
1250.79,39.0,0.2,7.0,25.9,7.8,14.2,,,42.0,65.1,,37.08,2.3,9.0,0.0,1.0
1596.87,40.0,0.4363392459116686,4.0,24.3,4.6,23.5,30.4,,12.0,43.2,2.0,23.8,96.10578861236368,5.0,0.0,1.0
3258.97,41.0,2.5,16.0,42.7,11.6,,74.1,21.8,72.0,32.0,3.0,43.6,3.4,9.0,4.0,1.0
866.81,38.0,3.7,22.0,26.4,7.7,32.4,27.8,32.4,27.0,48.1,4.0,40.6,4.4,3.0,1.0,
3395.13,30.0,1.4,24.0,42.7,15.8,34.2,5.8,45.9,7.0,27.9,8.0,16.439999999999998,17.8,3.0,2.0,5.0
1873.36,27.0,1.2,0.0,28.8,2.9,12.6,0.7,0.0,38.0,65.2,3.0,6.1,4.2,8.0,3.0,1.0
522.53,33.0,3.9,7.0,17.7,3.6,13.5,3.9,12.5,18.0,55.8,3.0,48.1,5.4,9.0,3.0,4.0
561.5,51.0,1.0,4.0,25.4,9.8,,14.2,2.9,90.0,50.9,5.0,42.4,8.9,6.0,1.0,3.0
1500.69,54.0,0.4,0.0,20.3,8.4,25.8,25.4,26.7,27.0,58.9,2.0,86.64,7.4,9.0,4.0,1.0
1270.79,37.0,4.0,0.0,19.3,3.4,,18.6,,2.0,77.9,4.0,4.0,7.0,5.0,0.0,1.0
1501.11,26.0,1.1,21.0,38.5,13.2,20.2,,28.1,26.0,51.7,,32.5,11.3,5.0,3.0,1.0
410.68,37.0,1.5,5.0,14.1,3.1,8.9,0.0,4.3,28.0,73.9,1.0,36.0,3.5,5.0,2.0,
3627.59,63.0,0.6,16.0,25.9,7.4,,0.0,4.6,19.0,79.1,4.0,,3.5,5.0,2.0,3.0
1233.2,49.0,4.6,18.0,32.7,,21.9,20.2,0.0,3.0,48.1,4.0,12.8,16.4,11.0,3.0,2.0
1277.74,44.0,0.9,13.0,11.4,4.4,11.8,0.0,0.0,39.0,51.8,6.0,58.5,8.0,7.0,2.0,1.0
439.85,49.0,3.7,6.0,25.9,8.3,19.7,,0.0,16.0,51.8,2.0,9.8,12.0,7.0,0.0,2.0
648.32,,4.6,17.0,26.8,6.0,25.9,25.7,23.8,7.0,57.4,3.0,19.7,2.4,2.0,5.0,3.0
896.0,24.0,1.6,3.0,19.1,4.8,2.6,10.0,6.3,3.0,77.8,4.0,30.3,10.2,5.0,2.0,2.0
1207.33,33.0,1.7,7.0,16.3,4.1,7.7,14.9,25.0,78.0,63.6,3.0,15.12,8.4,10.0,3.0,5.0
661.14,31.0,1.2,17.0,18.8,7.8,20.9,51.9,6.3,38.0,68.0,3.0,18.1,3.1,5.0,3.0,1.0
370.23,45.0,4.2,0.0,22.2,3.9,8.0,0.0,17.2,13.0,71.4,2.0,14.6,7.0,11.0,1.0,
1632.59,39.0,5.1,17.0,30.4,9.9,36.5,44.4,50.0,11.0,30.4,6.0,52.6,4.6,7.0,7.0,2.0
2809.08,47.0,3.0,23.0,41.9,10.7,39.9,62.1,31.9,50.0,53.7,12.0,42.2,13.8,2.0,4.0,2.0
1292.75,31.0,1.8,14.0,21.0,5.5,1.3,29.2,12.7,35.0,60.7,,40.92,7.5,5.0,1.0,2.0
1701.09,54.0,2.4,16.0,32.2,11.9,23.3,38.8,30.2,60.0,43.9,2.0,21.3,6.8,3.0,,1.0
782.74,37.0,5.7,4.0,5.5,2.5,9.4,2.3,12.7,81.0,80.9,0.0,25.1,5.5,18.0,,4.0
1417.25,46.0,5.0,18.0,26.1,7.7,22.1,48.3,24.7,,55.8,0.0,56.3,,8.0,2.0,3.0
525.81,52.0,0.2,6.0,9.2,2.7,2.2,,6.3,27.0,95.2,2.0,25.6,4.4,8.0,0.0,2.0
520.7,51.0,1.0,17.0,11.9,7.3,19.6,5.8,0.4,17.0,69.5,0.0,34.5,17.6,9.0,0.0,2.0
502.53,42.0,1.5,0.0,19.9,7.6,8.2,,,13.0,56.4,1.0,64.55999999999999,5.4,7.0,1.0,1.0
842.98,47.0,1.4,0.0,18.9,2.6,16.7,45.1,10.4,25.0,81.1,1.0,4.1,3.3,12.0,0.0,2.0
1813.67,58.0,4.0,22.0,37.8,13.3,24.2,16.6,38.4,2.0,44.2,3.0,62.04,9.2,4.0,1.0,
885.22,44.0,1.6,7.0,22.6,6.4,8.2,34.6,4.9,4.0,59.9,4.0,52.8,13.3,4.0,,2.0
604.65,29.0,4.3,9.0,31.4,9.1,14.1,24.0,33.1,14.0,43.0,7.0,11.1,21.0,8.0,5.0,2.0
972.69,44.0,2.1,13.0,35.3,9.3,39.9,41.3,33.9,9.0,37.1,6.0,76.6,11.4,3.0,4.0,3.0
2213.3,37.0,2.2,17.0,36.5,9.0,26.1,64.3,26.2,16.0,35.4,8.0,23.0,2.2,3.0,8.0,3.0
869.05,18.0,6.1,13.0,32.5,9.3,23.9,24.7,31.3,9.0,52.5,1.0,50.8,4.4,5.0,,2.0
1157.12,43.0,2.1,0.0,,11.1,17.2,42.0,18.9,,66.0,5.0,61.1,7.6,7.0,1.0,2.0
1799.37,39.0,2.3,12.0,32.3,8.2,25.0,52.2,29.0,,71.6,3.0,,13.2,6.0,4.0,2.0
902.72,51.0,1.2,8.0,18.6,7.1,13.4,8.4,6.5,19.0,63.6,5.0,43.32,14.4,6.0,1.0,4.0
404.76,,3.0,0.0,15.7,4.1,,0.0,12.2,5.0,80.4,2.0,61.92,9.4,8.0,0.0,
3543.35,19.0,6.4,25.0,45.1,15.8,35.7,54.8,37.6,48.0,16.4,11.0,35.3,2.8,2.0,9.0,4.0
1367.37,40.0,0.6,9.0,20.0,2.7,13.5,,23.4,49.0,65.7,4.0,14.8,1.1,6.0,1.0,2.0
925.53,42.0,0.8,18.0,22.5,8.6,20.5,12.5,11.8,12.0,67.0,2.0,67.0,1.7,7.0,1.0,2.0
790.72,39.0,1.3,0.0,33.9,4.9,15.3,30.5,31.4,4.0,60.8,1.0,34.6,3.5,9.0,4.0,2.0
1479.13,38.0,1.0,13.0,35.4,11.5,,45.0,5.6,12.0,60.1,,56.4,5.4,2.0,0.0,2.0
813.05,25.0,3.3,2.0,15.3,3.5,13.2,11.0,0.0,70.0,83.6,2.0,57.5,0.5,5.0,1.0,1.0
581.8,36.0,1.9,0.0,26.2,8.0,17.1,14.0,12.6,8.0,51.6,0.0,,5.9,4.0,3.0,5.0
796.89,33.0,3.7,6.0,15.8,3.4,9.5,50.6,16.4,58.0,58.0,2.0,28.7,5.1,9.0,0.0,2.0
973.2,50.0,0.4,3.0,23.6,7.0,9.9,9.8,26.1,46.0,65.0,4.0,,18.9,8.0,2.0,2.0
92.43,42.0,1.9,6.0,23.1,3.6,4.6,0.4,0.0,27.0,98.2,1.0,30.96,6.3,10.0,1.0,2.0
1757.42,34.0,6.6,10.0,33.0,13.7,28.9,30.8,32.5,48.0,27.1,11.0,54.3,6.0,2.0,2.0,4.0
2539.73,58.0,1.1,22.0,45.7,13.9,20.6,20.4,34.1,1.0,28.6,5.0,23.7,8.9,8.0,9.0,1.0
443.01,34.0,1.6,12.0,11.9,5.2,14.1,19.9,15.0,3.0,71.1,2.0,110.64,2.3,6.0,1.0,1.0
697.88,44.0,1.8,0.0,20.2,3.0,13.1,0.0,0.4,51.0,82.6,4.0,63.12,3.5,5.0,1.0,2.0
1655.48,35.0,5.1,9.0,30.1,9.0,11.6,25.4,8.0,9.0,53.6,,64.7,7.8,5.0,4.0,3.0
799.71,57.0,4.7,0.0,29.1,5.2,14.9,19.4,10.0,28.0,69.9,6.0,9.4,9.2,7.0,1.0,1.0
1308.16,39.0,6.5,6.0,25.5,8.9,15.2,46.5,38.3,0.0,57.4,0.0,24.7,3.0,8.0,4.0,1.0
357.66,39.0,2.7,0.0,6.2,5.7,18.0,24.8,3.0,40.0,74.7,1.0,,14.0,6.0,1.0,3.0
961.74,36.0,1.2,5.0,18.1,5.5,19.6,0.0,13.2,1.0,74.8,1.0,49.4,2.0,6.0,1.0,2.0
1432.34,40.0,3.3,10.0,22.5,7.4,22.0,15.7,14.6,55.0,68.5,7.0,46.9,20.5,6.0,1.0,3.0
1011.29,52.0,1.9,12.0,31.2,,20.1,36.5,16.9,20.0,49.0,4.0,54.1,10.2,4.0,3.0,2.0
680.03,48.0,2.0,13.0,23.9,7.4,20.9,3.6,33.0,7.0,46.1,4.0,75.6,4.6,3.0,3.0,1.0
1457.8,38.0,4.3,9.0,23.6,7.8,10.9,,28.8,1.0,60.6,4.0,54.35999999999999,7.2,4.0,1.0,3.0
1370.86,58.0,1.1,19.0,43.2,14.8,24.9,53.8,38.6,18.0,56.8,8.0,31.1,6.7,5.0,5.0,4.0
1872.91,48.0,4.8,24.0,33.8,8.0,16.5,30.7,33.6,86.0,61.8,6.0,11.9,11.2,5.0,6.0,4.0
2502.36,32.0,0.4385948152862808,22.0,,12.4,,31.9,40.9,25.0,66.6,3.0,54.24,88.84924855646828,5.0,3.0,1.0
1967.13,21.0,2.0,8.0,30.1,7.6,13.5,,10.3,1.0,75.7,1.0,6.8,12.6,8.0,1.0,2.0
7055.38,33.0,7.9,30.0,45.9,15.5,38.9,91.0,60.0,14.0,25.8,7.0,30.8,,3.0,7.0,2.0
883.45,42.0,6.1,0.0,15.2,5.1,17.8,18.1,0.8,8.0,53.5,2.0,67.44,6.7,10.0,0.0,5.0
1594.55,45.0,1.7,13.0,28.7,8.2,,36.7,21.6,14.0,50.3,5.0,74.4,13.2,10.0,,2.0
1081.2,54.0,2.9,9.0,18.1,6.8,,25.1,8.5,21.0,68.3,4.0,36.72,4.1,6.0,,
1962.69,24.0,0.1,15.0,34.1,13.9,29.1,47.6,33.7,10.0,43.2,12.0,86.52,6.7,4.0,5.0,2.0
4329.47,32.0,4.6,36.0,50.1,20.9,42.5,36.5,54.3,,16.9,5.0,13.68,4.6,4.0,,3.0
535.92,23.0,4.5,0.0,,4.3,,,0.0,21.0,85.4,1.0,44.0,13.5,3.0,1.0,3.0
525.92,21.0,6.7,1.0,,1.0,9.6,14.0,,6.0,76.8,0.0,48.0,3.4,7.0,0.0,1.0
1140.34,30.0,9.2,17.0,32.3,7.3,17.0,40.5,31.6,40.0,51.9,3.0,29.7,4.4,7.0,0.0,2.0
499.55,42.0,10.0,0.0,14.6,4.1,15.9,24.3,15.4,3.0,79.8,,33.6,,9.0,1.0,1.0
1211.84,47.0,1.4,16.0,32.4,9.6,12.3,23.8,4.8,2.0,74.9,,43.4,7.2,8.0,3.0,2.0
1051.49,26.0,2.2,11.0,29.0,8.4,,35.2,7.2,0.0,67.1,2.0,,2.4,4.0,2.0,2.0
2471.39,28.0,3.5,22.0,32.3,12.4,21.4,65.1,43.6,11.0,27.6,11.0,58.5,2.1,4.0,5.0,
1876.1,18.0,1.5,14.0,32.2,12.2,24.6,24.3,25.8,4.0,40.5,8.0,29.9,2.2,4.0,3.0,2.0
2992.62,40.0,3.3,20.0,30.9,14.2,23.4,40.2,12.9,4.0,63.4,5.0,8.4,5.2,3.0,5.0,1.0
1651.76,29.0,2.8,11.0,23.7,6.6,15.5,3.8,9.6,5.0,73.6,4.0,62.0,4.0,3.0,1.0,1.0
396.97,57.0,5.8,0.0,18.2,2.8,2.4,0.0,6.9,28.0,71.5,1.0,49.5,7.7,8.0,0.0,3.0
717.88,42.0,6.9,0.0,18.6,7.8,15.7,31.4,29.7,,59.0,4.0,,2.0,7.0,2.0,1.0
3909.09,35.0,3.6,14.0,19.4,7.2,33.9,30.5,28.7,33.0,51.5,7.0,43.5,8.1,3.0,4.0,3.0
1622.06,30.0,0.6,8.0,23.8,10.0,15.4,32.2,,48.0,76.3,7.0,39.5,2.0,7.0,6.0,2.0
1212.29,20.0,3.8,14.0,25.5,,,72.4,10.4,6.0,64.1,1.0,,6.3,12.0,3.0,2.0
1973.02,21.0,2.7,7.0,22.5,7.3,4.0,23.1,10.0,29.0,39.2,3.0,,6.7,5.0,2.0,3.0
2075.13,30.0,2.1,27.0,40.5,11.5,31.9,45.1,32.5,8.0,46.0,13.0,34.44,10.8,3.0,2.0,2.0
556.67,29.0,4.2,2.0,14.6,3.1,6.7,32.6,8.3,65.0,55.7,2.0,49.8,3.7,11.0,0.0,1.0
843.53,,4.4,12.0,27.4,6.4,17.4,24.6,10.0,37.0,73.1,,56.9,,4.0,2.0,1.0
2096.79,42.0,7.2,23.0,50.0,11.9,36.7,39.6,50.1,16.0,27.4,,11.2,2.0,1.0,9.0,3.0
958.81,44.0,3.5,1.0,25.7,4.1,15.0,18.0,6.7,1.0,57.3,2.0,31.8,11.1,2.0,1.0,1.0
998.12,32.0,1.1,10.0,30.3,8.1,15.2,5.5,14.3,21.0,57.0,1.0,41.64,6.2,5.0,2.0,1.0
1003.7,61.0,4.3,5.0,,8.5,12.8,12.7,15.4,,64.6,3.0,40.8,2.5,10.0,1.0,3.0
1137.67,18.0,4.4,6.0,31.0,6.0,17.3,0.0,16.6,71.0,58.0,1.0,38.7,4.6,2.0,4.0,1.0
1274.76,38.0,2.2,24.0,48.5,16.4,38.1,55.7,39.4,50.0,24.4,11.0,53.2,11.0,5.0,7.0,3.0
1443.47,35.0,2.8,14.0,23.1,7.4,29.4,58.6,12.5,17.0,43.7,1.0,49.7,13.5,3.0,7.0,3.0
3071.21,31.0,0.6,12.0,27.2,11.1,24.7,36.7,21.7,18.0,61.7,,,3.8,4.0,1.0,2.0
386.78,29.0,4.2,8.0,,7.4,5.3,21.9,22.9,31.0,68.2,3.0,32.3,3.6,3.0,1.0,1.0
552.37,37.0,1.9,0.0,10.4,5.0,8.8,0.0,0.0,7.0,67.5,,34.2,5.2,6.0,1.0,5.0
410.13,35.0,2.5,0.0,9.9,2.0,0.6,0.0,0.0,5.0,80.0,2.0,22.08,10.9,6.0,,2.0
785.12,33.0,2.8,7.0,31.0,8.5,,,34.6,46.0,68.9,3.0,12.6,0.7,3.0,,3.0
554.53,22.0,9.4,1.0,,7.0,16.3,2.7,20.9,68.0,76.0,1.0,46.1,7.9,5.0,1.0,2.0
1265.11,,4.4,10.0,28.4,7.1,24.4,30.1,26.3,21.0,37.0,6.0,35.4,,3.0,3.0,1.0
1038.36,34.0,4.7,10.0,25.9,9.4,8.4,,22.5,35.0,68.0,7.0,64.92,1.7,12.0,3.0,
730.13,33.0,4.2,7.0,15.6,4.3,10.2,,21.1,2.0,64.1,3.0,104.4,3.8,6.0,1.0,1.0
850.8,35.0,6.9,2.0,13.6,6.1,11.7,3.1,0.0,40.0,53.2,0.0,82.2,2.1,5.0,2.0,2.0
2050.23,36.0,1.9,12.0,34.2,9.6,20.1,1.9,27.2,47.0,58.6,5.0,54.3,11.8,5.0,2.0,3.0
676.09,31.0,1.1,19.0,33.8,13.3,20.5,47.4,24.2,4.0,43.1,12.0,14.8,5.1,7.0,2.0,3.0
683.7,35.0,3.1,0.0,19.8,4.4,15.6,28.6,0.0,,78.2,1.0,50.1,10.4,8.0,0.0,3.0
2387.16,27.0,2.8,32.0,56.9,21.8,45.0,100.0,48.8,24.0,31.0,12.0,29.6,,0.0,6.0,3.0
1722.04,56.0,2.7,17.0,26.8,10.2,17.4,58.8,23.1,83.0,33.6,5.0,57.8,,6.0,7.0,2.0
792.46,28.0,1.9,14.0,25.8,9.1,14.1,0.0,26.3,12.0,56.4,1.0,,2.1,7.0,1.0,1.0
2743.87,33.0,6.2,21.0,41.5,10.8,18.1,55.9,21.0,17.0,51.3,7.0,45.3,4.6,5.0,,4.0
1247.82,200.0,6.1,4.0,18.4,5.4,10.1,41.7,17.3,41.0,69.6,3.0,8.0,1.1,5.0,2.0,1.0
3310.3,29.0,2.7,14.0,31.5,4.9,16.1,48.1,25.2,2.0,57.9,4.0,27.7,7.4,5.0,2.0,2.0
4028.86,38.0,0.9,2.0,,6.3,,41.7,1.6,86.0,62.8,1.0,23.7,12.9,8.0,0.0,3.0
2650.44,36.0,1.1,10.0,29.1,8.8,28.4,55.1,30.3,37.0,41.9,2.0,53.2,2.5,6.0,6.0,3.0
1167.76,32.0,3.3,14.0,18.3,,19.2,14.5,14.0,121.0,58.8,7.0,41.4,27.4,6.0,4.0,2.0
271.53,34.0,0.7,3.0,23.8,5.9,15.7,57.2,11.2,18.0,53.8,2.0,3.1,2.3,7.0,1.0,4.0
783.82,29.0,0.6,8.0,34.5,5.8,9.9,,1.7,3.0,61.8,,24.9,7.4,7.0,3.0,1.0
1460.52,42.0,4.1,13.0,28.4,8.8,30.3,,36.9,0.0,58.2,2.0,64.3,2.8,4.0,7.0,4.0
577.88,62.0,3.3,0.0,17.9,4.8,9.3,16.1,0.0,2.0,61.1,2.0,23.4,11.3,5.0,0.0,2.0
647.03,27.0,2.4,10.0,25.4,,23.1,10.6,0.0,12.0,64.8,2.0,64.8,5.3,2.0,2.0,4.0
1789.97,42.0,2.6,8.0,24.5,8.5,,22.5,5.8,92.0,38.4,4.0,39.0,,2.0,1.0,4.0
1339.88,38.0,7.5,6.0,22.2,7.4,20.8,35.0,,56.0,88.6,5.0,28.0,4.1,6.0,5.0,3.0
401.51,46.0,0.6,13.0,29.0,7.6,9.2,9.4,9.2,56.0,61.0,3.0,39.9,2.0,6.0,2.0,
3173.83,46.0,1.8,18.0,32.5,12.0,34.9,71.9,24.7,86.0,74.7,8.0,17.6,3.9,4.0,4.0,1.0
271.62,40.0,5.0,0.0,,1.0,6.2,12.8,,21.0,85.6,0.0,58.5,7.0,6.0,0.0,3.0
3842.04,37.0,0.8,17.0,55.3,14.8,39.4,61.3,49.8,49.0,23.2,,,0.3,3.0,7.0,1.0
2794.84,,0.5,23.0,39.5,17.5,30.5,35.1,33.6,43.0,55.1,11.0,56.4,0.6,3.0,9.0,2.0
2834.25,28.0,1.8,31.0,55.9,17.0,43.3,100.0,65.3,6.0,10.7,9.0,92.1,4.1,0.0,7.0,2.0
936.03,36.0,4.8,10.0,23.8,6.4,,14.0,7.4,5.0,59.6,2.0,59.75999999999999,1.6,7.0,1.0,
1197.49,22.0,0.5,24.0,29.2,11.8,25.9,46.1,15.3,,55.9,,40.2,2.7,2.0,5.0,2.0
548.28,30.0,3.8,10.0,24.0,,27.4,15.3,23.9,,77.5,4.0,67.3,6.4,10.0,1.0,4.0
1943.29,51.0,0.3,9.0,29.4,,28.4,,26.9,5.0,32.5,,39.7,3.1,4.0,2.0,3.0
