Churned,Age,Membership_Years,Login_Frequency,Session_Duration_Avg,Pages_Per_Session,Mobile_App_Usage,Social_Media_Engagement_Score,Email_Open_Rate,Total_Purchases,Average_Order_Value,Days_Since_Last_Purchase,Cart_Abandonment_Rate,Wishlist_Items,Discount_Usage_Rate,Returns_Rate,Customer_Service_Calls,Product_Reviews_Written,Payment_Method_Diversity,Credit_Balance
0,63.0,2.6,24.0,44.4,12.7,32.5,41.6,35.4,30.0,107.0,15.0,36.4,7.0,40.9,8.2,4.0,3.0,2.0,3777.0
0,49.0,2.5,10.0,38.4,12.6,27.2,10.4,45.8,11.0,80.37,0.0,52.3,4.0,32.9,,6.0,2.0,1.0,2896.0
1,31.0,1.6,5.0,,4.3,16.0,8.4,11.1,5.0,84.19,59.0,80.1,2.0,69.9,1.6,5.0,1.0,4.0,0.0
0,29.0,3.1,2.0,18.7,8.4,7.4,18.7,9.9,4.0,111.54,12.0,78.9,2.0,14.8,7.0,8.0,0.0,4.0,56.0
0,56.0,3.3,5.0,18.7,7.5,15.5,39.0,15.7,13.0,68.93,3.0,42.5,3.0,36.8,2.1,6.0,2.0,2.0,
0,20.0,7.9,18.0,28.8,11.7,21.0,52.0,21.4,16.0,73.95,31.0,37.1,5.0,40.2,5.1,4.0,8.0,2.0,3210.0
0,40.0,2.5,14.0,29.2,8.2,21.6,30.7,49.8,19.5,150.54,8.0,54.3,4.0,6.119999999999999,2.5,5.0,2.0,2.0,2046.0
0,36.0,5.1,20.0,40.3,11.3,36.4,51.0,41.1,15.0,97.63,19.0,26.2,3.0,48.2,3.3,2.0,2.0,1.0,2081.0
1,33.0,0.9,3.0,18.8,6.9,,0.0,0.0,9.0,194.97,62.0,84.9,1.0,22.0,7.2,7.0,1.0,3.0,0.0
1,42.0,2.6,2.0,17.6,7.5,8.8,0.0,10.3,4.0,56.13,91.0,75.2,1.0,12.1,3.9,6.0,0.0,1.0,0.0
0,40.0,0.7,0.0,15.5,3.5,6.5,26.3,13.7,4.0,88.2,20.0,73.5,1.0,50.1,5.2,5.0,2.0,3.0,357.0
0,43.0,1.5,11.0,31.7,11.0,4.3,40.0,25.0,10.0,128.51,85.0,48.9,1.0,61.2,9.8,8.0,3.0,2.0,1940.0
0,39.0,7.5,11.0,19.7,7.4,12.9,13.0,6.2,10.0,88.9,4.0,74.4,,23.9,0.9,5.0,5.0,4.0,508.0
0,43.0,2.1,1.0,15.6,3.9,7.1,30.9,6.8,6.0,103.56,30.0,56.5,1.0,11.6,8.4,6.0,1.0,3.0,
0,39.0,0.9,5.0,34.3,6.7,12.7,52.9,29.4,10.4,130.23,15.0,68.4,7.0,44.76,8.8,9.0,0.0,3.0,957.0
1,30.0,3.4,9.0,20.4,5.7,,0.0,5.2,6.5,76.91,50.0,94.5,1.0,20.4,7.6,3.0,1.0,5.0,348.0
0,38.0,2.8,2.0,20.5,11.8,19.9,46.6,32.4,11.0,63.53,,74.2,3.0,19.2,6.5,7.0,6.0,1.0,259.0
0,29.0,1.2,7.0,38.2,13.2,17.0,47.4,11.4,16.0,164.61,31.0,39.1,4.0,43.0,2.5,2.0,5.0,1.0,
1,28.0,0.9,4.0,20.7,4.9,16.0,1.0,14.5,10.0,71.26,57.0,66.4,,35.2,11.7,10.0,3.0,1.0,1554.0
0,33.0,2.1,14.0,30.6,10.1,23.0,22.9,31.2,16.900000000000002,100.99,66.0,57.7,4.0,48.96,1.6,7.0,4.0,3.0,1849.0
1,36.0,4.3,15.0,11.4,6.0,,,5.5,5.0,93.64,11.0,92.2,,31.6,2.3,6.0,0.0,3.0,1637.0
0,38.0,1.0,25.0,43.1,16.4,35.1,,46.3,28.6,96.55,100.0,20.9,9.0,75.12,,2.0,9.0,2.0,3647.0
0,48.0,6.5,14.0,14.1,7.4,23.7,24.3,22.8,9.0,76.73,43.0,35.0,4.0,17.5,,8.0,5.0,2.0,998.0
1,32.0,3.5,1.0,25.4,5.2,7.1,7.2,6.8,13.0,66.79,,64.5,3.0,10.08,0.4,11.0,3.0,1.0,2099.0
0,40.0,0.3,23.0,26.2,11.0,,48.1,35.6,19.5,114.41,24.0,41.8,6.0,24.24,0.9,2.0,5.0,1.0,2171.0
0,39.0,2.9,31.0,53.5,15.8,,56.1,57.6,23.0,104.55,9.0,31.2,12.0,16.3,7.8,2.0,6.0,1.0,5003.0
0,30.0,0.6,8.0,36.7,13.3,19.9,68.9,18.7,16.0,95.1,37.0,37.5,1.0,56.8,17.0,2.0,5.0,5.0,2436.0
0,38.0,3.0,11.0,27.0,7.4,,17.6,9.4,8.0,78.46,100.0,67.4,,47.2,1.1,5.0,5.0,3.0,1069.0
0,50.0,2.4,22.0,43.0,,25.5,62.4,28.3,18.0,164.79,15.0,43.7,4.0,,5.8,4.0,10.0,1.0,3521.0
1,40.0,2.3,8.0,9.8,1.0,7.9,18.3,0.0,5.0,108.35,160.0,68.9,2.0,52.4,3.5,10.0,2.0,,1541.0
0,40.0,0.4,4.0,,7.1,14.3,14.8,21.1,5.0,75.38,,65.5,4.0,38.8,12.9,11.0,2.0,3.0,1892.0
0,29.0,2.6,13.0,27.2,6.9,23.9,44.9,26.5,10.0,196.42,37.0,50.5,3.0,22.7,7.3,5.0,1.0,5.0,1818.0
0,61.0,3.7,1.0,21.5,6.8,24.0,9.0,15.2,7.0,120.74,49.0,57.4,1.0,25.5,0.3,3.0,3.0,3.0,2640.0
1,30.0,1.1,19.0,30.7,7.7,20.1,44.4,41.0,15.0,152.14,47.0,58.8,8.0,42.5,2.1,2.0,3.0,4.0,3296.0
0,18.0,4.8,8.0,21.4,9.0,14.5,0.0,4.1,5.0,162.14,52.0,63.3,1.0,51.6,1.9,8.0,1.0,2.0,1130.0
0,48.0,1.5,11.0,20.1,6.4,9.8,14.0,27.0,9.0,119.92,82.0,56.3,5.0,31.4,9.5,7.0,2.0,2.0,822.0
1,36.0,3.6,4.0,21.4,3.7,15.7,0.6,8.4,10.4,167.82,84.0,71.7,0.0,61.56,6.9,6.0,0.0,1.0,66.0
0,34.0,1.9,15.0,25.9,11.1,15.7,36.4,19.9,15.0,81.67,40.0,42.9,5.0,10.3,5.2,7.0,2.0,2.0,
0,31.0,1.7,24.0,31.8,10.2,34.3,61.7,30.3,14.0,55.31,10.0,47.5,5.0,29.0,,7.0,3.0,3.0,2949.0
1,60.0,3.0,12.0,32.0,10.8,21.1,35.6,14.8,14.0,60.54,11.0,54.2,3.0,,,4.0,1.0,1.0,2700.0
0,42.0,5.9,11.0,24.3,4.7,16.9,0.0,28.1,15.6,94.35,5.0,54.2,2.0,42.72,11.5,7.0,3.0,4.0,1612.0
1,44.0,2.9,34.0,55.3,15.9,,68.9,57.4,31.200000000000003,41.82,3.0,23.2,14.0,41.4,5.0,1.0,8.0,2.0,4628.0
0,39.0,4.0,18.0,43.0,9.7,22.0,30.8,32.9,16.0,87.18,32.0,29.5,12.0,25.9,7.6,2.0,3.0,2.0,1628.0
0,41.0,1.6,10.0,22.4,5.4,15.7,64.4,29.7,11.0,73.78,94.0,72.8,4.0,27.3,7.0,6.0,2.0,3.0,433.0
0,54.0,4.0,3.0,20.7,8.0,28.2,0.0,16.2,12.0,132.59,45.0,57.3,2.0,62.0,3.1,7.0,2.0,2.0,1306.0
1,34.0,0.1,9.0,19.6,8.2,12.9,0.0,0.0,7.800000000000001,146.2,26.0,77.3,2.0,31.32,2.5,7.0,1.0,3.0,1935.0
0,20.0,10.0,22.0,38.2,11.0,,27.4,26.1,12.0,91.14,20.0,61.5,4.0,38.9,5.9,3.0,3.0,3.0,411.0
0,48.0,0.7,18.0,36.4,10.0,33.7,53.2,39.7,18.0,189.88,7.0,47.8,9.0,61.6,4.2,5.0,3.0,5.0,2855.0
0,43.0,3.0,24.0,38.2,9.6,34.5,,34.8,26.0,136.59,26.0,34.4,6.0,18.96,3.8,5.0,7.0,2.0,2004.0
0,39.0,2.8,6.0,15.6,6.1,16.8,17.0,0.0,14.0,82.44,13.0,58.9,7.0,59.8,10.9,3.0,4.0,2.0,168.0
0,43.0,1.9,16.0,32.5,8.8,19.9,23.2,6.7,10.0,183.83,,57.1,,15.5,3.5,6.0,5.0,1.0,2347.0
0,33.0,2.5,12.0,29.3,8.0,15.8,58.8,10.5,8.0,87.36,20.0,49.1,,49.9,0.6,6.0,0.0,3.0,2421.0
0,38.0,4.6,17.0,34.1,,22.7,42.9,32.8,13.0,105.11,59.0,39.3,5.0,5.3,2.8,8.0,4.0,3.0,
1,36.0,4.4,7.0,15.2,7.4,10.5,16.0,18.9,15.0,212.25,13.0,92.8,2.0,75.9,1.2,4.0,1.0,2.0,
1,30.0,1.3,1.0,,8.7,13.2,0.0,0.0,5.2,164.28,7.0,75.6,1.0,83.28,11.2,7.0,1.0,3.0,51.0
1,,1.0,22.0,29.9,8.9,20.9,17.9,20.3,18.0,126.3,4.0,49.0,5.0,37.9,0.5,2.0,9.0,2.0,2154.0
0,21.0,2.9,19.0,39.8,10.9,27.0,30.2,50.0,19.0,207.12,39.0,41.0,8.0,42.3,11.7,1.0,5.0,2.0,3194.0
0,66.0,7.3,19.0,33.3,17.5,30.4,32.3,32.1,22.1,104.94,5.0,34.3,7.0,41.76,0.8,4.0,3.0,1.0,1346.0
1,48.0,3.9,0.0,23.7,4.2,6.7,27.1,12.2,8.0,131.62,105.0,79.4,0.0,36.2,9.2,5.0,1.0,3.0,226.0
0,18.0,2.8,20.0,31.1,14.4,25.0,46.8,23.1,18.2,192.19,94.0,35.7,7.0,52.92,,3.0,1.0,2.0,2250.0
0,35.0,1.8,12.0,41.2,11.5,28.2,43.3,31.0,16.0,91.52,1.0,38.4,6.0,28.1,1.9,4.0,5.0,1.0,1177.0
1,35.0,0.8,11.0,10.8,7.1,8.6,15.1,8.4,15.0,154.59,6.0,69.9,1.0,51.1,5.5,13.0,1.0,1.0,0.0
0,42.0,1.3,16.0,22.8,8.3,20.2,32.2,26.9,9.0,104.32,41.0,63.8,2.0,63.5,6.3,5.0,2.0,1.0,1056.0
0,26.0,1.7,12.0,25.6,7.7,20.2,0.0,14.7,15.6,58.89,0.0,52.7,5.0,61.8,16.3,13.0,3.0,1.0,1106.0
0,38.0,1.0,13.0,20.1,9.9,18.0,5.2,15.3,11.0,84.15,9.0,52.0,7.0,,4.2,7.0,4.0,2.0,2145.0
0,36.0,1.5,15.0,37.7,7.0,20.3,50.9,35.4,19.0,115.81,11.0,52.7,5.0,25.6,7.1,4.0,10.0,2.0,
0,29.0,2.3,40.0,47.0,17.2,32.6,49.9,47.1,29.9,52.19,11.0,2.7,16.0,,8.0,4.0,4.0,2.0,3754.0
0,27.0,2.2,18.0,32.6,10.3,24.6,21.1,32.8,17.0,92.29,6.0,34.1,,57.5,4.9,3.0,6.0,2.0,1551.0
0,49.0,2.3,30.0,45.6,16.5,36.8,33.1,37.9,23.4,104.47,18.0,36.8,,20.64,12.0,5.0,5.0,2.0,3676.0
0,18.0,9.2,15.0,29.5,6.2,14.0,9.7,4.1,18.2,84.34,10.0,54.7,1.0,80.39999999999999,0.2,6.0,3.0,2.0,1503.0
0,43.0,0.8,20.0,39.2,,20.4,57.8,38.1,14.0,117.28,37.0,63.7,5.0,26.8,18.7,3.0,,2.0,
0,,0.5,9.0,,6.3,14.1,,0.0,6.0,57.97,40.0,71.5,2.0,9.7,3.9,5.0,0.0,2.0,
1,35.0,0.8,4.0,22.8,7.2,23.6,,,10.0,170.78,83.0,49.6,4.0,15.5,3.4,6.0,2.0,1.0,3888.0
0,38.0,0.8,13.0,38.3,12.1,18.7,75.7,46.5,13.0,38.77,,43.7,3.0,17.0,2.4,5.0,6.0,2.0,999.0
0,,4.3,7.0,19.4,5.3,10.1,29.0,15.0,7.800000000000001,106.46,3.0,69.5,,41.76,3.3,,0.0,2.0,
0,29.0,3.3,16.0,24.3,8.5,9.1,45.3,28.2,15.0,82.46,58.0,58.4,6.0,73.2,3.7,6.0,5.0,3.0,1260.0
0,30.0,2.0,8.0,39.6,12.1,34.4,55.5,36.3,17.0,86.1,,49.1,7.0,9.8,2.3,5.0,3.0,2.0,3434.0
0,32.0,1.7,5.0,26.6,9.9,27.6,16.8,,16.0,117.04,22.0,30.4,5.0,65.9,9.5,10.0,0.0,2.0,857.0
0,51.0,1.5,35.0,45.7,14.9,40.1,,55.4,28.6,94.44,17.0,35.4,4.0,48.6,3.0,4.0,3.0,3.0,5075.0
0,53.0,1.4,9.0,40.3,6.8,,6.8,20.5,15.0,63.79,34.0,63.5,3.0,78.7,6.0,7.0,0.0,3.0,2421.0
0,21.0,4.9,12.0,41.4,10.4,38.9,,35.8,14.0,61.61,30.0,50.5,3.0,56.5,8.2,3.0,2.0,1.0,3405.0
1,50.0,3.8,14.0,19.1,9.7,28.4,25.3,19.1,13.0,82.62,1.0,62.7,12.0,62.52,,4.0,5.0,2.0,
0,47.0,2.8,24.0,38.0,13.1,32.5,58.4,24.0,22.1,82.57,35.0,38.6,,77.88000000000001,2.4,6.0,,2.0,
0,56.0,2.7,22.0,45.5,15.2,36.0,49.1,21.2,32.5,104.48,18.0,43.2,8.0,78.96,9.2,3.0,4.0,4.0,2439.0
0,42.0,7.1,15.0,33.5,10.5,27.8,65.6,46.6,15.0,103.03,27.0,49.0,5.0,69.1,8.7,2.0,,2.0,2130.0
1,37.0,1.8,6.0,15.1,8.5,6.7,12.4,,9.0,123.16,25.0,80.4,2.0,45.2,13.4,5.0,0.0,2.0,717.0
0,51.0,4.8,9.0,23.2,6.4,9.4,18.9,0.0,13.0,47.35,6.0,61.1,1.0,60.35999999999999,0.7,9.0,0.0,1.0,
0,,0.5,9.0,17.5,1.4,8.4,17.1,3.7,8.0,125.61,9.0,72.9,0.0,33.9,,8.0,1.0,2.0,1570.0
0,64.0,1.2,6.0,15.4,7.1,0.6,5.3,0.0,7.800000000000001,104.43,4.0,55.0,2.0,54.24,10.3,7.0,1.0,2.0,213.0
0,49.0,4.2,21.0,33.2,12.9,24.9,47.5,19.3,16.0,100.25,2.0,60.7,8.0,46.5,5.1,4.0,3.0,3.0,3147.0
0,39.0,7.0,15.0,28.5,8.3,25.1,29.9,26.0,15.0,60.34,60.0,54.8,3.0,52.4,5.7,5.0,3.0,2.0,2873.0
0,23.0,1.6,20.0,36.7,11.9,27.6,43.0,35.5,10.0,180.2,27.0,52.6,8.0,,4.9,6.0,3.0,2.0,3247.0
0,31.0,1.2,10.0,24.8,7.7,29.8,27.7,22.6,11.0,148.19,75.0,50.4,2.0,41.3,9.9,3.0,3.0,4.0,1908.0
0,20.0,2.4,25.0,26.0,,21.2,,30.9,18.2,154.64,4.0,47.2,7.0,34.56,4.2,4.0,2.0,2.0,934.0
0,35.0,7.2,23.0,43.3,19.0,30.7,67.8,45.0,23.0,69.44,45.0,31.9,7.0,41.7,6.8,4.0,7.0,1.0,3075.0
0,49.0,1.8,18.0,37.6,10.4,25.3,41.9,39.7,13.0,104.17,18.0,54.3,9.0,57.3,1.0,4.0,3.0,3.0,1359.0
0,37.0,7.1,20.0,32.4,9.4,12.6,43.1,21.7,9.0,176.94,6.0,57.0,2.0,30.2,6.1,3.0,2.0,2.0,563.0
0,50.0,4.2,8.0,21.4,8.7,12.0,40.6,4.4,15.0,68.64,29.0,83.0,3.0,37.8,0.8,8.0,2.0,4.0,3018.0
0,42.0,1.7,11.0,27.9,10.2,,51.0,22.0,8.0,99.9,22.0,48.2,5.0,66.1,9.6,6.0,,3.0,
0,33.0,2.3,15.0,48.7,18.1,34.4,20.4,30.8,18.0,77.57,55.0,27.6,11.0,30.7,4.0,3.0,7.0,5.0,2352.0
0,39.0,4.7,12.0,26.5,14.1,24.0,47.3,45.2,18.2,76.02,33.0,61.9,5.0,94.08,3.7,6.0,3.0,1.0,
0,43.0,2.3,3.0,31.0,8.5,25.3,12.9,35.3,11.0,88.03,11.0,39.8,4.0,21.0,0.6,11.0,2.0,,1407.0
0,39.0,0.5,15.0,39.2,9.9,8.4,,5.3,9.0,131.55,5.0,68.4,4.0,36.8,0.9,7.0,1.0,2.0,
1,39.0,4.1,8.0,12.2,3.6,11.2,1.2,14.3,13.0,119.46,23.0,73.5,1.0,25.8,12.4,11.0,2.0,2.0,279.0
1,28.0,0.4449836134522406,18.0,28.9,9.3,28.4,17.0,13.9,92.0,122.63,16.0,37.5,6.0,30.8,99.6157338622138,8.0,4.0,4.0,260.0
0,32.0,5.8,13.0,43.1,15.3,,74.7,31.8,16.0,129.92,19.0,20.7,7.0,70.2,,2.0,7.0,1.0,2617.0
0,65.0,4.4,25.0,35.4,15.1,29.1,62.1,23.5,27.3,94.39,106.0,54.5,13.0,56.88,1.9,2.0,3.0,1.0,3049.0
0,52.0,6.1,17.0,37.8,13.8,29.7,46.1,37.2,16.0,257.05,3.0,41.3,4.0,81.9,6.8,5.0,,5.0,4530.0
1,20.0,1.2,7.0,17.5,7.5,29.6,26.7,2.0,13.0,115.5,6.0,53.9,6.0,62.5,10.9,8.0,2.0,4.0,2004.0
1,18.0,2.8,5.0,22.5,5.7,22.6,20.8,14.9,15.0,165.84,4.0,54.5,4.0,19.9,11.4,2.0,4.0,4.0,
0,,6.2,19.0,32.6,13.0,27.7,53.1,14.3,17.0,116.97,51.0,42.2,8.0,26.3,5.1,4.0,3.0,,2736.0
0,48.0,3.5,10.0,27.0,6.6,29.6,22.9,17.0,13.0,107.85,2.0,37.9,5.0,9.0,6.6,4.0,2.0,1.0,1462.0
0,,4.7,10.0,36.0,12.2,20.3,70.6,19.3,12.0,184.3,10.0,55.5,3.0,40.9,1.1,1.0,1.0,2.0,2971.0
0,50.0,1.6,13.0,22.0,,16.2,41.5,17.1,10.4,215.08,12.0,60.4,,,3.2,5.0,3.0,3.0,1650.0
1,38.0,3.4,2.0,13.2,6.7,9.2,0.0,16.5,7.0,139.95,116.0,69.4,2.0,83.5,3.1,3.0,0.0,4.0,954.0
0,36.0,0.7,28.0,47.1,18.4,47.9,67.0,35.1,24.0,181.85,13.0,23.5,9.0,62.2,3.0,0.0,5.0,3.0,4197.0
0,47.0,2.6,18.0,46.3,14.2,25.8,29.4,36.9,20.8,74.87,11.0,47.2,,40.92,4.6,5.0,2.0,2.0,3154.0
0,31.0,3.6,0.0,24.7,10.9,19.6,24.8,14.0,22.1,164.31,5.0,74.2,4.0,61.44,11.1,2.0,2.0,1.0,2247.0
0,34.0,1.8,26.0,32.1,9.3,32.9,34.1,36.3,23.4,145.38,20.0,32.5,6.0,16.56,10.4,5.0,0.0,3.0,643.0
0,46.0,0.7,0.0,11.6,3.8,,3.5,0.0,3.0,137.59,48.0,87.3,0.0,14.3,8.6,6.0,1.0,2.0,1309.0
1,37.0,7.7,13.0,27.7,3.8,20.3,43.2,9.0,7.0,143.52,25.0,79.1,3.0,31.0,15.3,12.0,4.0,2.0,
1,60.0,4.3,25.0,51.9,16.3,46.4,66.6,51.1,21.0,180.1,82.0,43.5,11.0,13.0,8.1,6.0,,,4543.0
0,46.0,7.9,14.0,,6.5,10.7,32.0,16.4,11.0,161.68,32.0,63.1,8.0,25.7,,12.0,0.0,2.0,2391.0
0,45.0,2.8,14.0,36.4,9.5,26.7,39.4,24.5,12.0,112.13,76.0,75.8,3.0,74.5,4.8,5.0,3.0,3.0,1946.0
1,37.0,1.6,1.0,12.9,4.4,6.1,13.7,0.0,10.4,138.75,94.0,85.8,1.0,37.08,2.5,1.0,1.0,2.0,444.0
0,48.0,1.9,2.0,16.3,9.6,21.4,,8.4,17.0,77.9,49.0,54.9,1.0,16.8,8.1,8.0,5.0,3.0,1612.0
0,34.0,4.8,11.0,29.4,,,25.6,34.6,15.0,89.58,18.0,42.1,4.0,56.9,5.6,7.0,3.0,2.0,3486.0
0,41.0,1.5,6.0,,8.4,24.7,20.2,5.6,16.900000000000002,105.3,41.0,64.5,,43.56,2.2,5.0,7.0,2.0,1213.0
0,27.0,1.1,7.0,20.0,4.5,12.9,26.9,17.7,9.0,117.02,1.0,53.1,3.0,65.3,10.0,6.0,3.0,3.0,
0,50.0,4.1,13.0,32.9,8.5,17.0,29.8,27.4,13.0,183.25,85.0,69.5,6.0,2.9,1.9,4.0,5.0,2.0,2479.0
0,41.0,5.8,12.0,30.7,8.6,25.2,40.3,22.9,13.0,110.62,4.0,52.4,5.0,27.8,4.2,4.0,1.0,5.0,2431.0
0,61.0,0.7,1.0,,7.3,11.8,,23.1,10.0,109.88,32.0,73.0,3.0,9.1,4.8,5.0,1.0,5.0,1689.0
0,66.0,10.0,12.0,18.6,8.8,20.1,0.8,42.2,9.0,214.44,8.0,35.2,4.0,58.0,2.6,5.0,5.0,,2177.0
1,47.0,3.3,11.0,33.3,12.1,26.8,,29.0,20.0,115.27,5.0,52.7,6.0,38.6,20.1,6.0,5.0,2.0,831.0
0,38.0,1.0,8.0,36.6,,22.0,60.5,10.5,12.0,177.57,51.0,62.3,2.0,10.1,5.8,3.0,5.0,2.0,4783.0
1,26.0,3.1,10.0,34.2,10.4,22.7,48.7,32.2,16.0,141.74,17.0,58.9,4.0,71.2,0.5,6.0,3.0,4.0,2809.0
0,48.0,0.5,12.0,31.7,10.5,14.1,41.4,27.7,10.0,127.22,26.0,40.8,2.0,44.8,4.2,10.0,1.0,4.0,0.0
1,40.0,2.6,21.0,40.5,16.3,33.5,67.5,48.8,23.0,118.83,16.0,32.5,6.0,16.8,7.1,6.0,7.0,3.0,3289.0
1,44.0,6.4,16.0,41.2,12.4,,58.0,24.4,18.0,128.4,,39.7,6.0,40.5,5.7,6.0,4.0,2.0,2298.0
1,58.0,3.6,10.0,38.7,9.1,,29.2,24.5,19.0,100.51,24.0,30.6,6.0,54.9,4.1,7.0,3.0,3.0,2082.0
0,28.0,1.3,4.0,29.6,8.6,,,13.7,9.0,100.08,16.0,58.9,7.0,53.0,2.4,5.0,5.0,2.0,2794.0
1,26.0,4.7,13.0,,6.1,9.5,29.3,0.0,3.0,160.29,17.0,77.3,2.0,,,6.0,0.0,1.0,1516.0
1,35.0,6.5,7.0,13.4,4.8,9.3,19.9,0.0,6.5,172.75,57.0,79.1,2.0,,10.9,10.0,1.0,1.0,0.0
1,47.0,2.1,1.0,17.2,3.9,0.0,0.0,9.0,9.0,106.58,37.0,74.7,1.0,47.6,12.2,6.0,0.0,3.0,1369.0
1,44.0,1.1,4.0,7.7,7.0,,8.9,0.0,5.0,61.77,50.0,75.7,0.0,47.7,4.3,2.0,,3.0,
0,27.0,2.0,25.0,38.5,15.8,35.8,,52.3,19.0,139.92,27.0,29.9,,43.3,12.6,0.0,4.0,1.0,
0,47.0,1.5,15.0,40.5,16.2,23.7,53.4,16.1,16.900000000000002,103.28,20.0,39.3,11.0,53.76,5.2,2.0,2.0,2.0,2861.0
1,23.0,1.5,2.0,12.5,6.2,,0.9,,9.0,185.59,28.0,86.3,3.0,55.1,,11.0,1.0,3.0,1069.0
0,27.0,6.3,14.0,36.3,,20.6,28.3,25.2,13.0,80.05,2.0,47.7,5.0,8.0,2.0,4.0,8.0,3.0,1908.0
0,36.0,1.0,13.0,17.3,8.1,22.8,0.0,13.3,9.0,112.97,35.0,66.2,4.0,50.3,10.1,3.0,3.0,,2576.0
1,31.0,2.5,18.0,40.8,10.4,31.8,50.3,35.6,19.0,154.02,3.0,37.5,5.0,21.9,12.7,7.0,3.0,3.0,2943.0
0,48.0,3.6,10.0,34.2,8.5,,15.7,30.7,14.0,70.91,44.0,28.5,6.0,21.6,1.9,4.0,,3.0,2216.0
0,41.0,1.6,19.0,41.6,10.2,18.6,48.6,10.5,13.0,81.69,41.0,51.3,6.0,51.1,7.2,3.0,4.0,1.0,
1,,1.4,6.0,17.4,4.5,9.3,21.2,5.9,5.0,112.23,49.0,71.0,0.0,33.0,7.4,8.0,0.0,1.0,506.0
0,35.0,1.3,7.0,27.9,7.2,20.9,25.3,10.1,10.0,80.9,21.0,36.6,3.0,56.6,1.1,8.0,3.0,4.0,1767.0
0,36.0,1.2,15.0,30.4,9.9,29.7,33.3,19.7,12.0,86.27,9.0,60.5,10.0,21.1,2.5,5.0,4.0,2.0,2345.0
0,52.0,1.0,19.0,33.0,11.2,30.2,34.4,19.9,15.6,85.8,20.0,66.2,11.0,10.56,17.3,4.0,6.0,3.0,1806.0
0,36.0,1.4,23.0,50.4,12.2,39.5,49.4,27.1,24.7,101.93,35.0,17.0,17.0,14.88,6.4,4.0,5.0,1.0,4421.0
0,55.0,6.7,17.0,35.2,12.4,26.5,11.0,15.1,10.0,131.2,8.0,65.4,6.0,58.4,8.7,3.0,6.0,1.0,251.0
0,,7.0,19.0,22.9,11.7,14.8,10.5,55.8,18.2,70.15,44.0,37.2,10.0,62.88,1.2,2.0,2.0,2.0,1950.0
1,18.0,1.8,6.0,,6.4,11.7,30.3,20.7,6.0,122.31,,75.4,2.0,7.9,7.9,8.0,1.0,4.0,1200.0
0,52.0,3.1,11.0,26.2,14.0,16.2,47.8,20.2,12.0,162.68,38.0,54.0,,52.6,10.6,3.0,2.0,3.0,1261.0
1,48.0,5.4,15.0,38.9,9.4,20.7,17.6,29.3,13.0,119.17,2.0,60.8,6.0,,3.7,7.0,1.0,3.0,2860.0
0,49.0,5.7,8.0,15.5,7.3,14.4,63.7,25.2,8.0,82.65,45.0,77.2,,31.7,,3.0,3.0,3.0,464.0
1,18.0,1.3,10.0,41.4,18.3,33.1,54.8,55.4,16.0,83.71,12.0,37.5,11.0,17.8,16.3,3.0,4.0,3.0,5397.0
1,30.0,5.2,25.0,39.2,11.7,34.5,54.4,38.7,19.0,112.95,56.0,44.6,8.0,15.1,5.6,9.0,6.0,2.0,2749.0
1,,1.1,0.0,25.4,,11.8,26.6,12.1,7.0,109.37,92.0,74.6,1.0,72.9,,8.0,2.0,1.0,1907.0
0,27.0,4.2,7.0,29.5,11.9,,41.1,26.7,11.0,93.7,2.0,50.3,1.0,39.6,0.6,3.0,0.0,2.0,1208.0
0,58.0,1.2,14.0,22.0,9.6,18.8,44.1,35.9,16.900000000000002,122.22,49.0,62.1,5.0,31.56,3.7,2.0,5.0,2.0,3073.0
0,37.0,1.3,22.0,39.9,8.9,,,30.3,13.0,79.86,2.0,43.5,7.0,63.0,17.7,4.0,8.0,,1220.0
1,37.0,3.3,5.0,24.1,8.0,8.3,27.0,38.6,8.0,86.34,26.0,40.5,2.0,13.6,10.5,2.0,2.0,1.0,
0,44.0,1.7,14.0,28.9,8.3,,51.4,44.9,16.900000000000002,142.0,25.0,47.9,3.0,53.76,2.2,5.0,3.0,2.0,1481.0
1,44.0,3.5,8.0,,6.9,5.6,15.9,20.2,6.0,123.54,,87.0,,41.8,4.4,7.0,1.0,3.0,1043.0
1,18.0,1.6,0.0,14.4,5.7,8.7,12.9,16.0,10.0,64.08,44.0,72.2,0.0,,1.5,6.0,0.0,1.0,913.0
0,30.0,1.3,5.0,23.4,10.9,16.4,47.2,31.4,10.0,120.73,57.0,65.3,4.0,14.0,4.4,4.0,3.0,3.0,598.0
1,21.0,1.2,5.0,22.2,14.6,22.0,31.1,18.2,22.1,182.73,21.0,62.8,4.0,53.4,1.9,6.0,8.0,1.0,3525.0
0,42.0,4.1,9.0,25.7,8.3,16.6,,21.2,13.0,130.96,28.0,56.7,1.0,42.0,6.6,8.0,2.0,2.0,2672.0
1,34.0,1.8,29.0,50.9,11.5,31.3,54.6,31.0,20.0,107.86,,30.7,4.0,52.0,6.2,3.0,6.0,3.0,1598.0
0,38.0,0.6,21.0,39.1,11.1,30.2,,43.3,24.0,58.26,95.0,55.2,5.0,54.0,9.0,3.0,5.0,2.0,3808.0
0,18.0,3.6,13.0,34.2,11.0,18.4,27.7,26.5,19.5,65.95,9.0,44.1,9.0,70.2,2.9,2.0,1.0,3.0,2560.0
